,MovieID,imdbId,tmdbId,title,release_year,original_language,genre,overview,production_companies,keywords,cast,director,poster_url
1304,1412,117690,58102,Some Mother's Son,1996,en,"['history', 'drama']","Based on the true story of the 1981 hunger strike in a British prison, in which IRA prisoner Bobby Sands led a protest against the treatment of IRA prisoners as criminals rather than as prisoners of war. The film focuses on the mothers of two of the strikers, and their struggle to save the lives of their sons.","[""Hell's Kitchen"", 'Castle Rock Entertainment']","['strike', 'ireland', 'candlelight vigil', 'british prison']","['Helen Mirren', 'Fionnula Flanagan', 'Aidan Gillen', ""David O'Hara"", 'John Lynch', 'Tom Hollander', 'Tim Woodward', 'Ciarán Hinds', ""Geraldine O'Rawe"", 'Gerard McSorley']",['Terry George'],https://image.tmdb.org/t/p/w500/ngy7zafrXEDCUOPfolcbFofMDmI.jpg
1305,1413,118163,18451,The Whole Wide World,1996,en,"['romance', 'drama']","In 1930s Texas, pulp fiction master Robert E. Howard is introduced to Novalyne Price, a teacher with aspirations of becoming an author herself, and they begin a unique relationship filled with conversation and imagination. Although the possibility exists for romance, Howard's obsession with his work and dedication to his sick mother leads Price to look elsewhere for love, leaving Howard feeling betrayed and alone.",[],"['teacher', 'writer', 'wistful']","[""Vincent D'Onofrio"", 'Renée Zellweger', 'Ann Wedgeworth', 'Harve Presnell', 'Benjamin Mouton', 'Helen Cates', 'Leslie Buesing', 'Chris Shearer', 'Sandy Walper', 'Marion Eaton']",['Dan Ireland'],https://image.tmdb.org/t/p/w500/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg
1306,1414,117091,27265,Mother,1996,en,"['drama', 'comedy']","A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.","['Scott Rudin Productions', 'Paramount Pictures']","[""writer's block"", 'author', 'sibling rivalry', 'novelist', 'neurotic', 'aspiring writer', 'divorced man', 'return home', 'starting over', 'returning to roots', 'jealous brother', 'mother son relationship', 'dominant mother', 'brother brother relationship', 'soul searching']","['Albert Brooks', 'Debbie Reynolds', 'Rob Morrow', 'Lisa Kudrow', 'John C. McGinley', 'Isabel Glasser', 'James Gleason', 'Vanessa Williams', 'Paul Collins', 'Laura Weekes']",['Albert Brooks'],https://image.tmdb.org/t/p/w500/mxJJ0IEOOdvMo5yO7rcJBqyZ11n.jpg
1307,1415,118100,49935,Thieves,1996,fr,"['crime', 'drama', 'romance']","In the middle of the night, someone brings Ivan's body home to his wife and his young son. Flashbacks reveal the relationships among Ivan and his brother Alex, a cop with a cleanliness fetish; siblings Juliette and Jimmy, Ivan's partners in a seedy nightclub; the love triangle of Alex, Juliette, and Marie, a professor of philosophy; and of Alex and his nephew, Ivan's dour, stoic son. Ivan's death changes every relationship.","['Les Films Alain Sarde', 'D. A. Films', 'TF1 Films Production', 'Auvergne-Rhône-Alpes Cinéma', 'Le Studio Canal+']",['bath tub'],"['Catherine Deneuve', 'Daniel Auteuil', 'Laurence Côte', 'Benoît Magimel', 'Fabienne Babe', 'Didier Bezace', 'Julien Rivière', 'Ivan Desny', 'Didier Raymond', 'Régis Betoule']",['André Téchiné'],https://image.tmdb.org/t/p/w500/meeBmnlkMP8UhrPvZKv83jjhd2E.jpg
1308,1416,116250,8818,Evita,1996,en,"['musical', 'history', 'drama']","The hit musical based on the life of Evita Duarte, an Argentinian actress who eventually became the wife of Argentinian president Juan Perón, and the most beloved and hated woman in Argentina.","['Hollywood Pictures', 'Cinergi Pictures', 'Robert Stigwood Organization', 'Dirty Hands Productions']","['prostitute', 'funeral', 'narration', 'buenos aires, argentina', 'politician', 'musical', 'based on play or musical', 'president', 'argentina', 'death', 'deification', 'perónism', 'argentinean president', 'rise to power', '1940s', '1950s', 'death of political figure']","['Madonna', 'Antonio Banderas', 'Jonathan Pryce', 'Jimmy Nail', 'Victoria Sus', 'Julian Littman', 'Olga Merediz', 'Laura Pallas', 'Julia Worsley', 'María Luján Hidalgo']",['Alan Parker'],https://image.tmdb.org/t/p/w500/mVdQatilUGMtB6sV4FXA7O473UD.jpg
1309,1417,117364,36758,The Portrait of a Lady,1996,en,"['romance', 'drama']","Ms. Isabel Archer isn't afraid to challenge societal norms. Impressed by her free spirit, her kindhearted cousin writes her into his fatally ill father's will. Suddenly rich and independent, Isabelle ventures into the world, along the way befriending a cynical intellectual and romancing an art enthusiast. However, the advantage of her affluence is called into question when she realizes the extent to which her money colors her relationships.","['Propaganda Films', 'PolyGram Filmed Entertainment']","['friendship', 'based on novel or book', 'intellectual', 'manipulation', 'europe', 'money', 'american', 'art', 'rich', 'woman director', '19th century']","['Nicole Kidman', 'John Malkovich', 'Barbara Hershey', 'Mary-Louise Parker', 'Christian Bale', 'Shelley Winters', 'Richard E. Grant', 'Shelley Duvall', 'John Gielgud', 'Viggo Mortensen']",['Jane Campion'],https://image.tmdb.org/t/p/w500/yoUuMtWTQXzfARYE0nF7Nn7gRuS.jpg
1310,1419,67959,36040,Walkabout,1971,en,"['drama', 'adventure']","Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.","['Si Litvinoff Film Production', 'Max L. Raab Productions']","['australia', 'suicide', 'sibling relationship', 'based on novel or book', 'hunter', 'picnic', 'wilderness', 'camel', 'tribe', 'coming of age', 'flashback', 'survival', 'teenage girl', 'death', 'outback', 'geologist', 'rite of passage', 'australian aboriginal']","['Jenny Agutter', 'Luc Roeg', 'David Gulpilil', 'John Meillon', 'Robert McDarra', 'Peter Carver', 'John Illingsworth', 'Hilary Bamberger', 'Barry Donnelly', 'Noeline Brown']",['Nicolas Roeg'],https://image.tmdb.org/t/p/w500/24vooYt5StgtgcQObVr1GHuM5gy.jpg
1311,1420,117028,74239,Message to Love - The Isle of Wight Festival,1996,en,"['documentary', 'music']","In August 1970, 600,000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music, they also got a look at the greed, cynicism and corruption that would plague the music industry for years to come. They also witnessed the final, drugged out performance of Jimi Hendrix in England just two weeks before he would meet a tragic death. When it all was over, the fans view of rock and roll was never the same.","['Castle Music Pictures', 'BBC']",[],"['Jimi Hendrix', 'Paul Rodgers', 'John Sebastian', 'Donovan', 'Graeme Edge', 'Kris Kristofferson', 'Joni Mitchell', 'Miles Davis', 'Leonard Cohen', 'Keith Emerson']",['Murray Lerner'],https://image.tmdb.org/t/p/w500/umFPPFzQ5JPvCe6aCrpNUmbhNK4.jpg
1312,1421,113212,1397138,Grateful Dead,1995,en,['documentary'],"A series of still photographs taken by Linda McCartney of the Grateful Dead at the Dead's house in Haight-Ashbury and at a concert in Central Park, both in the early days of the band. Panning, morphing, and other techniques are used to impart some motion. Excerpts from three Dead songs are played in the background.",[],[],"['Jerry Garcia', 'Bob Weir', 'Phil Lesh', ""Ron 'Pigpen' McKernan"", 'Bill Kreutzmann', 'Mickey Hart']",['Paul McCartney'],https://image.tmdb.org/t/p/w500/9NvMEGE5Osx3E9OSeEaBQEHFWGr.jpg
1313,1422,119731,9415,Murder at 1600,1997,en,"['thriller', 'mystery', 'crime', 'drama', 'action']","A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.","['Kopelson Entertainment', 'Regency Enterprises', '1600 Limited Partnership', 'Warner Bros. Pictures']","['usa president', 'washington dc, usa', 'corruption', 'the white house', 'politics', 'detective', 'cover-up', 'domestic violence', 'surveillance', 'secret service', 'murder investigation', 'framed for murder', 'illicit affair', 'u.s. secret service agent']","['Wesley Snipes', 'Diane Lane', 'Daniel Benzali', 'Dennis Miller', 'Alan Alda', 'Ronny Cox', 'Tate Donovan', 'Tom Wright', 'Harris Yulin', 'Diane Baker']",['Dwight H. Little'],https://image.tmdb.org/t/p/w500/4WPR0m8zuzFAcRJAHcGs1AxkkpB.jpg
1314,1423,116506,55146,Hearts & Minds,1996,en,"['romance', 'documentary', 'drama', 'thriller']","In the final days of the pro-apartheid government, bigoted policeman and assassin Andries Fourie is assigned an undercover job. His task is to pose as a political progressive to infiltrate the African National Congress and assassinate one of the party’s leaders.","['Cabin Fever Entertainment', 'Z-INC Films']",['cop'],"['Danny Keogh', 'Patrick Shai', 'Seputla Sebogodi', 'Ernest Ndhlovu', ""Brian O'Shaughnessy"", 'Dick Reineke', 'Nicole Liebenberg', 'Cosmos Tshabalala', 'Bruce Mvecane', 'Mpho Matsopola']",['Ralph Ziman'],https://image.tmdb.org/t/p/w500/74CK1qibFcIR45SAwLZ32cQjAZ6.jpg
1315,1425,119115,12145,Fierce Creatures,1997,en,"['romance', 'comedy']","Ex-policeman Rollo Lee is sent to run Marwood Zoo, the newly acquired business of a New Zealand tycoon. In order to meet high profit targets and keep the zoo open, Rollo enforces a new 'fierce creatures' policy, whereby only the most impressive and dangerous animals are allowed to remain in the zoo. However, the keepers are less enthusiastic about complying with these demands.","['Jersey Films', 'Universal Pictures', 'Fish Productions']","['greed', 'zoo', 'dark comedy', 'marketing', 'business', 'animals', 'lemur']","['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin', 'Robert Lindsay', 'Ronnie Corbett', 'Carey Lowell', 'Bille Brown', 'Derek Griffiths', 'Cynthia Cleese']","['Robert Young', 'Fred Schepisi']",https://image.tmdb.org/t/p/w500/1Wl0zSEngmsTXjQMVE0GD5s85cM.jpg
1316,1426,120550,42424,Zeus & Roxanne,1997,en,"['adventure', ""children's"", 'family', 'comedy', 'romance']","Mary Beth is a marine biologist that gets annoyed when a dog called Zeus stows aboard her research boat. Nevertheless she is intrigued when the intrusive canine makes best-friends with her captive dolphin, Roxanne. She falls in love with Zeus's owner, Terry, a musician who rides a bike.",['Rysher Entertainment'],"['marine biologist', 'dolphin', 'dog']","['Steve Guttenberg', 'Kathleen Quinlan', 'Arnold Vosloo', 'Dawn McMillan', 'Jessica Howell', 'Duchess Tomasello', 'Shannon K. Foley', 'Jim R. Coleman', 'Alvin Farmer', 'Justin Humphrey']",['George T. Miller'],https://image.tmdb.org/t/p/w500/igyTJ9cFwjcuzMM5oa0lknRyvYv.jpg
1317,1427,120390,34314,Turbulence,1997,en,"['crime', 'action', 'thriller']","On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.","['Rysher Entertainment', 'Metro-Goldwyn-Mayer']","['airplane', 'stewardess', 'shootout', 'air marshal', 'christmas', 'turbulence']","['Ray Liotta', 'Lauren Holly', 'Brendan Gleeson', 'Héctor Elizondo', 'Rachel Ticotin', 'Ben Cross', 'Catherine Hicks', 'Jeffrey DeMunn', 'John Finn', 'Heidi Kling']",['Robert Butler'],https://image.tmdb.org/t/p/w500/gnsxWkxWHPXMOAzXvS7aKMSKP0N.jpg
1318,1428,112362,2892,Angel Baby,1995,en,"['romance', 'drama']",Two schizophrenics meet during therapy and fall in love. Unfortunately they are on a road to nowhere...,"['Australian Film Commission', 'Astral Films', 'Beyond Films', 'Meridian Films', 'Stamen Films Pty. Ltd.']","['baby', 'schizophrenia', 'therapist', 'therapy', 'desire to have children']","['John Lynch', 'Jacqueline McKenzie', 'Colin Friels', 'Deborra-Lee Furness', 'Geoff Brooks', 'Humphrey Bower', 'Alex Pinder', 'Robyn Nevin', 'David Argue', 'Jane Menelaus']",['Michael Rymer'],https://image.tmdb.org/t/p/w500/uiZJfBKWav33Kp1NTyrU3NjvOJf.jpg
1319,1429,116704,9404,Police Story 4: First Strike,1996,cn,"['thriller', 'adventure', 'crime', 'drama', 'comedy', 'action']","Hong Kong cop Chan Ka-Kui returns, working with Interpol to track down and arrest an illegal weapons dealer. Chan later realizes that things are not as simple as they appear and soon finds himself to be a pawn of an organization posing as Russian intelligence.",['Orange Sky Golden Harvest'],"['australia', 'martial arts', 'helicopter', 'secret agent', 'gunfight', 'action hero', 'queensland, australia']","['Jackie Chan', 'Jackson Liu', 'Annie Wu', 'Bill Tung Biu', 'Yuri Petrov', 'Nonna Grishaeva', 'Ailen Sit Chun-Wai', 'Chan Man-Ching', 'Rocky Lai Keung-Ken', 'Chan Wai-To']",['Stanley Tong Gwai-Lai'],https://image.tmdb.org/t/p/w500/bRHbteT4IORJOXY0Qrnb4FPXRS0.jpg
1320,1430,120414,85242,Underworld,1997,en,"['action', 'drama', 'thriller', 'comedy']","A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown goes after Frank, one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist to make sure he's got the right man.",[],[],"['Denis Leary', 'Joe Mantegna', 'Annabella Sciorra', 'Larry Bishop', 'Abe Vigoda', 'Traci Lords', 'Robert Costanzo', 'Jimmie F. Skaggs', 'James Tolkan', 'Heidi Schanz']",['Roger Christian'],https://image.tmdb.org/t/p/w500/3kPjFZaGrxalI21CeFUNpNqjXpH.jpg
1321,1431,118708,9622,Beverly Hills Ninja,1997,en,"['action', 'comedy']","Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.","['Motion Picture Corporation of America', 'TriStar Pictures']","['japan', 'ninja fighter', 'clumsy fellow', 'overweight man', 'teacher', 'falling in love', 'beverly hills', 'school life', 'lighthearted']","['Chris Farley', 'Nicollette Sheridan', 'Robin Shou', 'Nathaniel Parker', 'Chris Rock', 'Soon-Tek Oh', 'Keith Cooke', 'François Chau', 'Dale Ishimoto', 'Daming Chen']",['Dennis Dugan'],https://image.tmdb.org/t/p/w500/kAUtHecWe0KS54jNggapnbHBGTI.jpg
1322,1432,119664,8860,Metro,1997,en,"['crime', 'action', 'comedy']","Roper, a hostage negotiator catches a murderous bank robber after a blown heist. The bank robber escapes and immediately goes after the man who put him behind bars.","['Caravan Pictures', 'Touchstone Pictures']","['sniper', 'police', 'san francisco, california', 'liberation of hostage', 'hostage-taking', 'persuasion', 'revenge', 'gunfight', 'urban setting', 'racial slur', 'jewel thief', 'hostage negotiator', 'negotiation']","['Eddie Murphy', 'Kim Miyori', 'Art Evans', 'James Carpenter', 'Michael Rapaport', 'Donal Logue', 'Jeni Chua', 'Dick Bright', 'David Michael Silverman', 'Denis Arndt']",['Thomas Carter'],https://image.tmdb.org/t/p/w500/nvfyHYv1EDpYai5pCGqBeRf3tax.jpg
1323,1433,110425,197537,The Machine,1994,fr,"['science fiction', 'thriller', 'comedy', 'horror']","This deftly made French psychological thriller terrifies with its exploration of an experiment gone horribly wrong. Dr. Marc Lacroix, a psychiatrist specializing in brain functions, is obsessed with the link between mind and spirit. To find his link he studies the criminally insane. He builds a secret machine, known only to his mistress Marianne, in which he hopes to exchange minds between humans. He simultaneously wants to help the mentally ill recover, and he wants to experience their madness. He chooses the psychotic killer, Zyto, a man who stabbed at least three women, for his experiment. The initial experiment is successful and the two exchange minds. But trouble ensues when Zyto refuses to reverse the switch. There is little Marc can do when Zyto takes over Marc's life, and more ominously his wife and child whom are unknowingly in mortal danger. Marc, encased in Zyto's body, is returned to the asylum. Will Marc's wife recognize the danger? Will Zyto kill again?",[],"['based on novel or book', 'body-swap']","['Gérard Depardieu', 'Nathalie Baye', 'Didier Bourdon', 'Natalia Wörner', 'Julie Depardieu', 'Claude Berri', 'Erwan Baynaud', 'Marc Andréoni', 'Alain Azerot', 'Wilfred Benaïche']",['François Dupeyron'],https://image.tmdb.org/t/p/w500/8w1Szh5ZueTtD4Rcg4E5AxNCezT.jpg
1324,1434,123281,708664,The Stranger,1994,en,"['action', 'thriller']","A cynical tattooed loser first loses his job as a janitor in a bar run by a dwarf, then loses his mind.",[],[],['Mark Fucile'],['Christopher C. Frieri'],https://image.tmdb.org/t/p/w500/eWoTad3YEpiPNmx11FzhvJUYV9E.jpg
1325,1436,80714,66597,Falling in Love Again,1980,en,"['romance', 'drama', 'comedy']","Harry and Sue Lewis met in the 40s as teenagers living in the Bronx. He was an aspiring architect, she was the most beautiful girl in school, and both had a fondness for bran muffins. They fell in love, got married, moved to Los Angeles, and had two kids. While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple. Will they see in the Bronx what they expected? Will the good memories from their past help rekindle their fading love? Is it too late to dream?",['O.T.A. Productions'],"['love', 'reunion', 'memory', 'high school reunion', 'bronx, new york city', '1940s', 'aspiring architect']","['Elliott Gould', 'Susannah York', 'Kaye Ballard', 'Stuart Paul', 'Michelle Pfeiffer', 'Robert Hackman', 'Herbert Rudley', 'Marian McCargo', 'Steven Paul', 'Tallie Cochrane']",['Steven Paul'],https://image.tmdb.org/t/p/w500/raDuzonXvhXBrDPzKwOiy2c5Urk.jpg
1326,1437,106535,14832,The Cement Garden,1993,en,['drama'],"After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.","['Laurentic Film Productions', 'Torii Production', 'ZDF', 'Constantin Film']","['puberty', 'beach', 'sibling relationship', 'based on novel or book', 'sports car', 'diary', 'coming of age', 'dead body', 'incest', 'kite', 'orphan siblings']","['Andrew Robertson', 'Charlotte Gainsbourg', 'Alice Coulthard', 'Ned Birkin', 'Sinéad Cusack', 'Hanns Zischler', 'Jochen Horst', 'Gareth Brown', 'William Hootkins', 'Dick Flockhart']",['Andrew Birkin'],https://image.tmdb.org/t/p/w500/dnEoE3tHBStCXZx2i9qsUYkwucu.jpg
1327,1438,118928,9619,Dante's Peak,1997,en,"['action', 'drama', 'thriller', 'adventure']","Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.","['Pacific Western', 'Universal Pictures']","['rescue', 'small town', 'helicopter', 'lava', 'mayor', 'evacuation', 'natural disaster', 'motel', 'volcano', 'lovers', 'partnership', 'volcanology', 'disaster', 'cabin', 'explosion', 'scientist', 'seismograph', 'volcanic eruption', 'rowboat', 'catastrophe', 'disaster movie', 'acid', 'county fair', 'abandoned mine', 'volcanic ash']","['Pierce Brosnan', 'Linda Hamilton', 'Arabella Field', 'Jamie Renée Smith', 'Jeremy Foley', 'Elizabeth Hoffman', 'Charles Hallahan', 'Grant Heslov', 'Kirk Trutner', 'Tzi Ma']",['Roger Donaldson'],https://image.tmdb.org/t/p/w500/8PRVIfZzDgw8EV3sDWJ6NA1ZMAn.jpg
1328,1439,119644,40506,Meet Wally Sparks,1997,en,['comedy'],Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.,"['Largo Entertainment', 'Thinkfactory Media', 'JVC', 'Wally Sparks Productions', 'Trimark Pictures']","['satire', 'media satire', 'film industry', 'independent film']","['Rodney Dangerfield', 'Debi Mazar', 'Burt Reynolds', 'David Ogden Stiers', 'Rita McKenzie', 'Lisa Thornhill', 'Mark L. Taylor', 'Cindy Williams', 'Gilbert Gottfried', 'Tony Danza']",['Peter Baldwin'],https://image.tmdb.org/t/p/w500/mD30gucf7NkKNFyqEMEag7l63VO.jpg
1329,1440,106266,31000,Amos & Andrew,1993,en,"['action', 'comedy']","When Andrew Sterling, a successful black urbanite writer, buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell a deal.","['New Line Cinema', 'Castle Rock Entertainment']","['press', 'bad cop']","['Samuel L. Jackson', 'Nicolas Cage', 'Michael Lerner', 'Margaret Colin', 'Dabney Coleman', 'Brad Dourif', 'Chelcie Ross', 'Jordan Lund', 'I.M. Hobson', 'Jeff Blumenkrantz']",['E. Max Frye'],https://image.tmdb.org/t/p/w500/zD2fem9pVsODpUQUgWgoEfdNZyD.jpg
1330,1441,106387,4104,Benny & Joon,1993,en,"['romance', 'drama', 'comedy']",A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,"['Roth/Arnold Productions', 'Metro-Goldwyn-Mayer']","['sibling relationship', 'autism', 'car garage', 'eccentric']","['Johnny Depp', 'Mary Stuart Masterson', 'Aidan Quinn', 'Julianne Moore', 'Oliver Platt', 'CCH Pounder', 'Dan Hedaya', 'Joe Grifasi', 'William H. Macy', 'Liane Curtis']",['Jeremiah S. Chechik'],https://image.tmdb.org/t/p/w500/7g7qYdUN9wDXJGIOj6U67RPIBHO.jpg
1331,1442,119937,26306,Prefontaine,1997,en,"['romance', 'drama']","It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",['Hollywood Pictures'],"['sports', 'olympic games', 'oregon, usa', 'runner']","['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill"", 'Breckin Meyer', 'Lindsay Crouse', 'Amy Locane', 'Laurel Holloman', 'Brian McGovern', 'Kurtwood Smith', 'Adrian Amadeus']",['Steve James'],https://image.tmdb.org/t/p/w500/3jtG9mgfiZRTRQf19BiUAY6QPN3.jpg
1332,1444,109949,43775,Guantanamera,1994,es,"['romance', 'drama', 'comedy']","During the 'Special Period', the members of a funeral procession cross paths with truckdrivers who have to take the same route, and begin to talk about God and the world. They discover that life for both groups has many similarities, as well as a lot of differences.",[],[],"['Jorge Perugorría', 'Mirta Ibarra', 'Luis Alberto García', 'Carlos Cruz', 'Raúl Eguren', 'Pedro Fernández', 'Conchita Brando', 'Suset Pérez Malberti']","['Tomás Gutiérrez Alea', 'Juan Carlos Tabío']",https://image.tmdb.org/t/p/w500/eOdVQUCn9gWwTr6LSnDQJ3kimU.jpg
1333,1445,119640,14908,McHale's Navy,1997,en,"['war', 'comedy']","Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.","['Universal Pictures', 'The Bubble Factory', 'Sheinberg Productions']","['exotic island', 'u.s. navy', 'base', 'terrorism', 'reboot', 'russian villain']","['Tom Arnold', 'Dean Stockwell', 'Debra Messing', 'David Alan Grier', 'Bruce Campbell', 'French Stewart', 'Tim Curry', 'Ernest Borgnine', 'Danton Stone', 'Brian Haley']",['Bryan Spicer'],https://image.tmdb.org/t/p/w500/tg9qzqF349j526pNZnjPB4p2UED.jpg
1334,1446,116790,784,Kolya,1996,cs,"['drama', 'comedy']","After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.","['Space Films', 'Pandora Cinema', 'Portobello Pictures', 'Biograf Jan Svěrák', 'CinemArt', 'Česká televize']","['friendship', 'concert', 'escape', 'funeral', 'parent child relationship', 'musician', 'fictitious marriage', 'despair', 'revolution', 'socialism', 'language barrier', 'cello', 'cellist', 'prague, czech republic', 'ban from profession', 'political instability', 'trabant', 'crematorium', 'teacher', 'best friend', 'single father', 'responsibility', 'father figure', 'understanding', 'communism', 'czech republic', 'kids']","['Zdeněk Svěrák', 'Andrei Khalimon', 'Libuše Šafránková', 'Ondřej Vetchý', 'Stella Zázvorková', 'Ladislav Smoljak', 'Irina Bezrukova', 'Silvia Šuvadová', 'Liliyan Malkina', 'Karel Heřmánek']",['Jan Svěrák'],https://image.tmdb.org/t/p/w500/fB0cGiEOngfsfyDHXIpFOmEwFgi.jpg
1335,1447,119225,12489,Gridlock'd,1997,en,"['crime', 'drama', 'comedy']","After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, as they are shuffled from one office to another while being chased by drug dealers and the police.","['PolyGram Filmed Entertainment', 'Def Pictures', 'Dragon Pictures', 'Interscope Communications', 'Gramercy Pictures']","['escape', 'police', 'aids', 'drug addiction', 'suspicion of murder', 'withdrawal']","['Tim Roth', 'Tupac Shakur', 'Thandiwe Newton', 'Charles Fleischer', 'Vondie Curtis-Hall', 'Howard Hesseman', 'James Pickens Jr.', 'Tom Towles', 'Bokeem Woodbine', 'John Sayles']",['Vondie Curtis-Hall'],https://image.tmdb.org/t/p/w500/jlOL8fLsG0tGBtkj9qzHgqcHPVV.jpg
1336,1449,118111,16448,Waiting for Guffman,1996,en,"['comedy', 'music']",Aspiring director Corky St. Clair and the marginally talented amateur cast of his hokey small-town musical production go overboard when they learn that Broadway theater agent Mort Guffman will be in attendance.,['Pale Morning Dun'],"['missouri', 'mockumentary', 'mechanic', 'in the closet', 'improvisation', 'whispering', 'travel agent', 'alien contact', 'city council', 'chinese restaurant', 'product licensing', 'community theater', 'absurd', 'hilarious']","['Christopher Guest', 'Eugene Levy', 'Fred Willard', ""Catherine O'Hara"", 'Michael Hitchcock', 'Larry Miller', 'Parker Posey', 'Bob Balaban', 'Don Lake', 'David Cross']",['Christopher Guest'],https://image.tmdb.org/t/p/w500/zuArI6EBpV6mExrvfnyidoOtzdf.jpg
1337,1450,116754,55936,Prisoner of the Mountains,1996,ru,"['war', 'drama']","Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",['Karavan'],"['prisoner', 'hostage', 'mountain', 'chechnya', 'russian soldier', 'based on short story', 'caucasus']","['Oleg Menshikov', 'Sergei Bodrov Jr.', 'Jemal Sikharulidze', 'Susanna Mekhraliyeva', 'Aleksandr Bureyev', 'Valentina Fedotova', 'Aleksei Zharkov', 'Pavel Lebeshev', 'Valery Kostrin']",['Sergei Bodrov'],https://image.tmdb.org/t/p/w500/82WdNsibYEwZI3u3XB0ndfKKKLe.jpg
1338,1453,118691,17894,The Beautician and the Beast,1997,en,"['romance', 'comedy']",A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,"['Paramount Pictures', 'High School Sweethearts', 'Koch Company']","['parent child relationship', 'culture clash', 'dictator', 'eastern europe', 'education', 'dictatorship', 'female protagonist', 'misunderstanding', 'beautician']","['Fran Drescher', 'Timothy Dalton', 'Michael Lerner', 'Ian McNeice', 'Patrick Malahide', 'Lisa Jakub', 'Tamara Mello', 'Phyllis Newman', 'Heather DeLoach', 'Adam LaVorgna']",['Ken Kwapis'],https://image.tmdb.org/t/p/w500/s2RaTrqoPvD4eYEaZCyF0zFbbpV.jpg
