,MovieID,Title,Genres,release_year,imdbId,tmdbId,title,overview,original_language,genres,production_companies,keywords,cast,crew,poster_url
1840,2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,1961,54594,17984,The Absent-Minded Professor,"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.",en,"['Comedy', 'Family', 'Science Fiction']",['Walt Disney Productions'],"['flying car', 'inventor', 'professor', 'basketball', 'black and white', 'absent minded', 'secret formula', 'flubber']","['Fred MacMurray', 'Nancy Olson', 'Keenan Wynn', 'Tommy Kirk', 'Leon Ames', 'Elliott Reid', 'Edward Andrews', 'David Lewis', 'Jack Mullaney', 'Belle Montrose']",['Robert Stevenson'],https://image.tmdb.org/t/p/w500/gCnuDDqoyaBdeeItQ4BjKtYpzF6.jpg
1841,2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,1979,78790,22328,The Apple Dumpling Gang Rides Again,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",en,"['Comedy', 'Family', 'Western']",['Walt Disney Productions'],"['prison', 'native american', 'slapstick comedy', 'cross dressing', 'wild west', 'cavalry', 'buddy comedy', 'southern belle', 'comedy of errors']","['Tim Conway', 'Don Knotts', 'Tim Matheson', 'Kenneth Mars', 'Elyssa Davalos', 'Jack Elam', 'Robert Pine', 'Harry Morgan', 'Ruth Buzzi', 'Audrey Totter']",['Vincent McEveety'],https://image.tmdb.org/t/p/w500/oPGACB1ZfPM9bKlQva2TFpCkWSD.jpg
1842,2017,Babes in Toyland (1961),Children's|Fantasy|Musical,1961,54649,32611,Babes in Toyland,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding! But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses! The ""March Of The Wooden Soldiers"" helps put Barnaby in his place, and ensures a ""happily ever after"" for Tom and Mary!",en,"['Comedy', 'Fantasy', 'Family', 'Music']",['Walt Disney Productions'],"['holiday', 'musical', 'based on play or musical', 'nursery rhyme', 'toy maker', 'toy soldier', 'toymaker']","['Ray Bolger', 'Tommy Sands', 'Annette Funicello', 'Ed Wynn', 'Tommy Kirk', 'Kevin Corcoran', 'Henry Calvin', 'Gene Sheldon', 'Mary McCarty', 'Ann Jillian']","['Jack Donohue', 'Austen Jewell']",https://image.tmdb.org/t/p/w500/pPNVXVQTCgdUiIiyxxYlTTqkgiZ.jpg
1843,2018,Bambi (1942),Animation|Children's,1942,34492,3170,Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",en,"['Animation', 'Drama', 'Family']",['Walt Disney Productions'],"['loss of loved one', 'cartoon', 'forest', 'coming of age', 'best friend', 'cartoon rabbit', 'forest fire', 'aggressive', 'fawn', 'cartoon deer']","['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King', 'Will Wright', 'Hardie Albright', 'Ann Gillis', 'Tim Davis', 'Sam Edwards', 'Sterling Holloway']",['David Hand'],https://image.tmdb.org/t/p/w500/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg
1844,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,1954,47478,346,Seven Samurai,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",ja,"['Action', 'Drama']",['TOHO'],"['martial arts', 'japan', 'samurai', 'sword', 'peasant', 'village', 'looting', 'rice', 'fencing', 'moral ambiguity', 'forbidden love', 'black and white', 'battle', 'bandit', 'practice', 'farmer', 'jidaigeki', '16th century', 'class relations', 'collectivism', 'plunder', 'downtrodden farmers', 'bushi', 'tactical warfare', 'violence', 'excited', 'violent']","['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki', 'Daisuke Katō', 'Isao Kimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara']",['Akira Kurosawa'],https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg
1845,2020,Dangerous Liaisons (1988),Drama|Romance,1988,94947,859,Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",en,"['Drama', 'Romance']","['Lorimar Film Entertainment', 'NFH Films', 'Warner Bros. Pictures']","['plan', 'lovesickness', 'paris, france', 'based on novel or book', 'cheating', 'cynic', 'sexuality', 'boredom', 'praise', 'lover', 'ladykiller', 'fiancé', 'seduction', 'love letter', 'courtly life', 'loss of virginity', 'wager', 'gender roles', '18th century', 'sword duel', 'baroque', 'seducer']","['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer', 'Uma Thurman', 'Swoosie Kurtz', 'Keanu Reeves', 'Mildred Natwick', 'Peter Capaldi', 'Joe Sheridan', 'Valerie Gogan']",['Stephen Frears'],https://image.tmdb.org/t/p/w500/eNvJXuTQ7lusuUrIvS7wplORXBX.jpg
1846,2021,Dune (1984),Fantasy|Sci-Fi,1984,87182,841,Dune,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",en,"['Action', 'Science Fiction', 'Adventure']",['The De Laurentiis Company'],"['witch', 'empire', 'galaxy', 'rebellion', 'future', 'space marine', 'army', 'monster', 'based on novel or book', 'prophecy', 'atomic bomb', 'mutation', 'telepathy', 'traitor', 'dystopia', 'emperor', 'insurgence', 'space travel', 'space war', 'spice', 'duke', 'chosen one', 'jihad', 'invasion', 'baron', 'steampunk', 'conflict', 'execution', 'explosion', 'fictional war', 'drugs', 'desert', 'incest', 'giant worm', 'space opera', 'future war', 'messiah', 'denunciation', 'lies', 'suspenseful', 'excited']","['Kyle MacLachlan', 'Francesca Annis', 'Patrick Stewart', 'Linda Hunt', 'José Ferrer', 'Freddie Jones', 'Brad Dourif', 'Richard Jordan', 'Virginia Madsen', 'Silvana Mangano']",['David Lynch'],https://image.tmdb.org/t/p/w500/4kJmUCE7mkVJjXa7A0g2rY4IGTm.jpg
1847,2022,"Last Temptation of Christ, The (1988)",Drama,1988,95497,11051,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",en,['Drama'],"['Universal Pictures', 'Cineplex-Odeon Films']","['christianity', 'traitor', 'roman', 'crucifixion', 'longing', 'moral conflict', 'easter', 'spirituality', 'cross', 'temptation', 'mary magdalene', 'jesus christ', 'jesus']","['Willem Dafoe', 'Harvey Keitel', 'Paul Greco', 'Steve Shill', 'Verna Bloom', 'Barbara Hershey', 'Roberts Blossom', 'Barry Miller', 'Gary Basaraba', 'Irvin Kershner']",['Martin Scorsese'],https://image.tmdb.org/t/p/w500/7L4qwrC1mipZXJfU5oRgQWChLv1.jpg
1848,2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,1990,99674,242,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",en,"['Crime', 'Drama', 'Thriller']","['Paramount Pictures', 'American Zoetrope']","['daughter', 'new york city', 'helicopter', 'assassination', 'italian american', 'italy', 'gangster', 'christianity', 'vatican (holy see)', 'pope', 'confession', 'symbolism', 'revenge', 'organized crime', 'mafia', 'lawyer', 'roman catholic church', 'disrespectful']","['Al Pacino', 'Diane Keaton', 'Talia Shire', 'Andy Garcia', 'Eli Wallach', 'Joe Mantegna', 'George Hamilton', 'Bridget Fonda', 'Sofia Coppola', 'Raf Vallone']",['Francis Ford Coppola'],https://image.tmdb.org/t/p/w500/lm3pQ2QoQ16pextRsmnUbG2onES.jpg
1849,2024,"Rapture, The (1991)",Drama|Mystery,1991,102757,1411,The Rapture,"A lonely telephone operator leading an empty, amoral life finds God – only to have her faith continually tested in ways beyond what she could have imagined.",en,"['Mystery', 'Drama', 'Fantasy', 'Thriller']","['Fine Line Features', 'New Line Cinema']","['faith', 'religion and supernatural', 'eroticism', 'group sex', 'bible', 'the rapture', 'religious conversion', 'end of the world', 'apocalypse', 'armageddon', 'religious fundamentalism', 'independent film', 'biblical']","['Mimi Rogers', 'David Duchovny', 'Patrick Bauchau', 'Kimberly Cullum', 'Will Patton', 'Terri Hanauer', 'Dick Anthony Williams', 'James Le Gros', 'Carole Davis', 'Darwyn Carson']",['Michael Tolkin'],https://image.tmdb.org/t/p/w500/4EkFm13ecqO0eszr7OKT8vf1YjJ.jpg
1850,2025,Lolita (1997),Drama|Romance,1997,119558,9769,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",en,"['Drama', 'Romance']","['Pathé', 'Lolita Productions']","['jealousy', 'based on novel or book', 'police', 'obsession', 'professor', 'blackmail', 'seduction', 'road trip', 'teacher', 'love', 'murder', 'older man younger woman relationship', 'lust', 'desire', 'illness', 'underage', 'voyeurism', 'flirtation', 'virginity', 'sex with a minor']","['Jeremy Irons', 'Dominique Swain', 'Melanie Griffith', 'Frank Langella', 'Suzanne Shepherd', 'Keith Reddin', 'Erin J. Dean', 'Joan Glover', 'Pat Perkins', 'Ed Grady']",['Adrian Lyne'],https://image.tmdb.org/t/p/w500/9INcC14WZjCMKGE360VXmklCLdZ.jpg
1851,2026,Disturbing Behavior (1998),Horror|Thriller,1998,134619,9424,Disturbing Behavior,"Steve Clark is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel.",en,"['Mystery', 'Horror', 'Science Fiction']","['Beacon Communications', 'Village Roadshow-Hoyts Film Partnership', 'Behavioral Problem Productions Ltd.', 'Metro-Goldwyn-Mayer', 'Beacon Pictures']","['mind control', 'high school', 'suicide', 'island', 'nightmare', 'police', 'chase', 'insanity', 'control', 'teacher', 'murder', 'brainwashing', 'rage', 'behavior', 'dramatic', 'ambiguous', 'complicated']","['James Marsden', 'Katie Holmes', 'Nick Stahl', 'Bruce Greenwood', 'William Sadler', 'Chad Donella', 'Katharine Isabelle', 'Tobias Mehler', 'Steve Railsback', 'Terry David Mulligan']",['David Nutter'],https://image.tmdb.org/t/p/w500/uAhvaueOUUQ6ORCRdsJr1WXz1w0.jpg
1852,2027,Mafia! (1998),Comedy|Crime,1998,120741,9835,Jane Austen's Mafia!,"After growing up poor in Salmonella, Vincenzo Cortino installs himself as the preeminent, if bumbling, Mafia don of the New World. But now he must pass on power to one of his two sons: either level-headed veteran Anthony or vituperative loose cannon Joey.",en,"['Comedy', 'Crime']",['Tapestry Films'],"['escape', 'italy', 'sicily, italy', 'gangster', 'postman', 'satire', 'parody', 'mafia', 'emigrant']","['Jay Mohr', 'Billy Burke', 'Christina Applegate', 'Pamela Gidley', 'Olympia Dukakis', 'Lloyd Bridges', 'Jason Fuchs', 'Joe Viterelli', 'Tony Lo Bianco', 'Blake Hammond']",['Jim Abrahams'],https://image.tmdb.org/t/p/w500/gGgirOcInrfjWgemKMjvZc3fGtU.jpg
1853,2028,Saving Private Ryan (1998),Action|Drama|War,1998,120815,857,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",en,"['War', 'Drama', 'History']","['DreamWorks Pictures', 'Paramount Pictures', 'Amblin Entertainment', 'Mutual Film Company']","['dying and death', 'self sacrifice', 'bravery', 'world war ii', 'duty', 'normandy, france', 'troops', 'waffen ss', 'omaha beach', 'rescue mission', 'cowardice', 'us army', 'based on true story', 'd-day', 'military', 'german soldier', 'military operation', '1940s', 'bloody deaths', 'u.s. army soldier', 'u.s. army ranger', 'massive casualties']","['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Jeremy Davies', 'Matt Damon', 'Ted Danson']",['Steven Spielberg'],https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
1854,2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,1997,137386,17539,Billy's Hollywood Screen Kiss,"Billy Collier is a photographer working on a series of pictures featuring recreations of movie kisses, with drag queens playing the female roles. For his male model, he hires Gabriel, a young waiter on whom he has developed a serious crush. While Billy is openly gay, Gabriel says that he is straight and even claims to have a girlfriend. However, as they spend more time together and grow closer, Billy becomes increasingly unsure that this is true.",en,"['Comedy', 'Romance']","['Revolutionary Eye LLC', 'Strand Releasing']","['coming out', 'movie business', 'bisexuality', 'crush', 'hollywood', 'lgbt', 'aspiring musician', 'male male relationship', 'gay theme']","['Sean Hayes', 'Brad Rowe', 'Richard Ganoung', 'Meredith Scott Lynn', 'Matthew Ashford', 'Christopher Bradley', 'Armando Valdes-Kennedy', 'Carmine Giovinazzo', 'Kimiko Gelman', 'Niles Jenson']","[""Tommy O'Haver""]",https://image.tmdb.org/t/p/w500/dUj3KciCFdOPnyavPzhYbbpIHv5.jpg
1855,2031,"$1,000,000 Duck (1971)",Children's|Comedy,1971,66728,22777,The Million Dollar Duck,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",en,"['Comedy', 'Family']",['Walt Disney Productions'],"['professor', 'duck', 'laboratory', 'x-ray', 'million']","['Dean Jones', 'Sandy Duncan', 'Joe Flynn', 'Tony Roberts', 'James Gregory', 'Lee Montgomery', 'Jack Kruschen', 'Virginia Vincent', 'Jack Bender', 'Billy Bowles']",['Vincent McEveety'],https://image.tmdb.org/t/p/w500/7fC6VILpXvnyn6w5o0zjM0TTtBk.jpg
1856,2032,"Barefoot Executive, The (1971)",Children's|Comedy,1971,66811,20173,The Barefoot Executive,"In the great Disney tradition of wild family fun, a young Kurt Russell stars as Steven Post - an ambitious mailroom clerk at a second-rate TV network. With his eye on the boardroom, and getting nowhere with the studio's top dog, he makes a career-changing discovery. His girlfriend's lovable pet chimp can pick a hit show every time! His secret for success turns into a madcap monkey business when he makes vice president and jealous rivals want in on the act. Ride along with narrow escapes and a classic cast featuring Joe Flynn and Harry Morgan in a comedic climb up the corporate ladder that will leave you howling for more!",en,"['Comedy', 'Family']",['Walt Disney Productions'],"['tv ratings', 'chimpanzee', 'television network', 'television / tv studio']","['Kurt Russell', 'Joe Flynn', 'Harry Morgan', 'Wally Cox', 'Heather North', 'Alan Hewitt', 'Hayden Rorke', 'John Ritter', 'Jack Bender', 'Tom Anfinsen']",['Robert Butler'],https://image.tmdb.org/t/p/w500/l80GlJCOFM6rE2uwiW0EMD6jAPd.jpg
1857,2033,"Black Cauldron, The (1985)",Animation|Children's,1985,88814,10957,The Black Cauldron,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",en,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Silver Screen Partners II', 'Walt Disney Pictures', 'Walt Disney Productions']","['witch', 'based on novel or book', 'pig', 'magic', 'sword', 'fairy', 'villain', 'dragon', 'cauldron', 'evil ruler', 'mystical quest', 'teenage protagonist']","['Grant Bardsley', 'Susan Sheridan', 'John Byner', 'Nigel Hawthorne', 'John Hurt', 'Freddie Jones', 'Phil Fondacaro', 'Arthur Malet', 'Lindsay Rich', 'Brandon Call']","['Richard Rich', 'Ted Berman']",https://image.tmdb.org/t/p/w500/ef11J5KGMp26kEzeg8ghAKeB65C.jpg
1858,2034,"Black Hole, The (1979)",Sci-Fi,1979,78869,9570,The Black Hole,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",en,"['Adventure', 'Science Fiction', 'Action']",['Walt Disney Productions'],"['space marine', 'killer robot', 'space travel', 'ghost ship', 'black hole', 'zombie', 'robot', 'deep space']","['Maximilian Schell', 'Anthony Perkins', 'Robert Forster', 'Joseph Bottoms', 'Yvette Mimieux', 'Ernest Borgnine', 'Tom McLoughlin', 'Roddy McDowall', 'Slim Pickens', 'Gary Nelson']",['Gary Nelson'],https://image.tmdb.org/t/p/w500/gCqOJWvOK5UPospyrLANKfwRBlG.jpg
1859,2035,Blackbeard's Ghost (1968),Children's|Comedy,1968,62737,16249,Blackbeard's Ghost,"The eponymous wraith returns to Earth to aid his descendant, elderly Emily Stowecroft. The villains want to kick Emily and her friends out of their group home so that they can build a crooked casino. Good guy Steve Walker gets caught in the middle of the squabble after evoking Blackbeard's ghost.",en,"['Comedy', 'Fantasy', 'Family']",['Walt Disney Productions'],"['witch', 'gambling', 'american football coach', 'auction', 'coach', 'pirate', 'new england', 'ghost', 'seaside town', 'blackbeard']","['Peter Ustinov', 'Dean Jones', 'Suzanne Pleshette', 'Elsa Lanchester', 'Richard Deacon', 'Joby Baker', 'Elliott Reid', 'Norman Grabowski', 'Kelly Thordsen', 'Michael Conrad']",['Robert Stevenson'],https://image.tmdb.org/t/p/w500/bEMEjagTsdkUi7Jzxe0lQsquD7J.jpg
1860,2036,Blank Check (1994),Children's|Comedy,1994,109287,13962,Blank Check,"Bullied by his siblings and nagged by his parents, 11-year-old Preston Waters is fed up with his family — especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and compensates the boy with a blank check. Preston makes the check out for $1 million and goes on a spending spree he'll never forget.",en,"['Comedy', 'Family']",['Walt Disney Pictures'],"['money laundering', 'stolen money', 'rich kid', 'first crush', 'eccentric millionaire', 'spending money', 'money misappropriation', 'adventure with kids', 'appreciative', 'blank check']","['Brian Bonsall', 'Karen Duffy', 'James Rebhorn', 'Jayne Atkinson', 'Michael Faustino', 'Chris Demetral', 'Miguel Ferrer', 'Tone Loc', 'Michael Lerner', 'Rick Ducommun']",['Rupert Wainwright'],https://image.tmdb.org/t/p/w500/qhsH1BGqeCDHoogt5ebxOgERJGb.jpg
1861,2037,Candleshoe (1977),Adventure|Children's|Comedy,1977,75807,14612,Candleshoe,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",en,['Family'],['Walt Disney Productions'],"['butler', 'bankrupt', 'con artist', 'orphan', 'heiress', 'impersonation', 'hidden treasure', 'adventure comedy', 'impersonation fraud', 'hidden clues', 'orphan girl', 'loyal servant']","['David Niven', 'Helen Hayes', 'Jodie Foster', 'Leo McKern', 'Veronica Quilligan', 'Ian Sharrock', 'Sarah Tamakuni', 'David Samuels', 'John Alderson', 'Mildred Shay']",['Norman Tokar'],https://image.tmdb.org/t/p/w500/6Rq9u5fnS6PzWz9dgPQmBhgDvRJ.jpg
1862,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,1978,77305,19378,The Cat from Outer Space,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",en,"['Comedy', 'Family', 'Science Fiction']",['Walt Disney Productions'],"['cat', 'telekinesis', 'alien', 'ufo', 'industrial spy']","['Ken Berry', 'Sandy Duncan', 'Harry Morgan', 'Roddy McDowall', 'McLean Stevenson', 'Jesse White', 'Alan Young', 'Hans Conried', 'Ronnie Schell', 'James Hampton']",['Norman Tokar'],https://image.tmdb.org/t/p/w500/jspJBPlYGuMlwLbSSo0hdgfbnY0.jpg
1863,2039,Cheetah (1989),Adventure|Children's,1989,97053,65157,Cheetah,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",en,"['Drama', 'Family']","['Walt Disney Pictures', 'Silver Screen Partners III']","['africa', 'human animal relationship', 'rhinoceros', 'poacher', 'kenya', 'cheetah']","['Keith Coogan', 'Lucy Deakins', 'Timothy Landfield', 'Colin Mothupi', 'Breon Gorman', 'Ka Vundla', 'Lydia Kigada', 'Kuldeep Bhakoo', 'Michael Rogers']",['Jeff Blyth'],https://image.tmdb.org/t/p/w500/m4FoSWnkrBpUaUehWU12XWKRxjs.jpg
1864,2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,1970,65566,29228,The Computer Wore Tennis Shoes,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",en,"['Comedy', 'Family', 'Drama']",['Walt Disney Productions'],"['computer', 'college', 'quiz', 'friends', 'family', 'thunderstorm', 'college student', 'human vs computer']","['Kurt Russell', 'Cesar Romero', 'Joe Flynn', 'William Schallert', 'Alan Hewitt', 'Richard Bakalyan', 'Debbie Paine', 'Frank Welker', 'Frank Webb', 'Michael McGreevey']",['Robert Butler'],https://image.tmdb.org/t/p/w500/vXfUKvAHTIifAU7IP17kl1ZBGh6.jpg
1865,2041,Condorman (1981),Action|Adventure|Children's|Comedy,1981,82199,19379,Condorman,"Comic artist and writer Woody performs a simple courier operation for his friend Harry who works for the CIA. But when he successfully fends off hostile agents, he earns the respect of the beautiful Natalia, who requests his assistance for her defection. Woody uses this request as leverage to use the CIA's resources to bring his comic book creation, Condorman, to life to battle the evil Krokov.",en,"['Comedy', 'Action', 'Adventure']",['Walt Disney Productions'],"['mission', 'superhero']","['Michael Crawford', 'Oliver Reed', 'Barbara Carrera', 'James Hampton', 'Jean-Pierre Kalfon', 'Dana Elcar', 'Vernon Dobtcheff', 'Robert Arden']",['Charles Jarrott'],https://image.tmdb.org/t/p/w500/wRe9kAvjN5IGAjPd0oCKhjyQDt0.jpg
1866,2042,D2: The Mighty Ducks (1994),Children's|Comedy,1994,109520,11164,D2: The Mighty Ducks,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",en,"['Comedy', 'Action', 'Family', 'Drama']","['Avnet/Kerner Productions', 'Walt Disney Pictures']","['sports', 'competition', 'adversary', 'ice hockey', 'nostalgic', ""kids' sports team"", 'excited']","['Emilio Estevez', 'Kathryn Erbe', 'Michael Tucker', 'Jan Rubeš', 'Carsten Nørgaard', 'Joshua Jackson', 'María Ellingsen', 'Elden Henson', 'Shaun Weiss', 'Brandon Quintin Adams']",['Sam Weisman'],https://image.tmdb.org/t/p/w500/veGW1N6QUglP4osDdOUI6CZCcBI.jpg
1867,2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,1959,52722,18887,Darby O'Gill and the Little People,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,en,"['Adventure', 'Family', 'Fantasy', 'Romance']",['Walt Disney Productions'],"['small town', 'whiskey', 'leprechaun', 'caretaker', 'ireland', 'fiddle', 'banshee', 'storyteller', 'wishes', 'rainbow', 'irish', 'hilarious', 'whimsical', 'pot of gold']","['Albert Sharpe', 'Janet Munro', 'Sean Connery', ""Jimmy O'Dea"", 'Kieron Moore', 'Estelle Winwood', 'Walter Fitzgerald', ""Denis O'Dea"", 'J.G. Devlin', 'Jack MacGowran']",['Robert Stevenson'],https://image.tmdb.org/t/p/w500/n2Nafax2MMq2Cg0wDReo5L8ILGg.jpg
1868,2044,"Devil and Max Devlin, The (1981)",Comedy,1981,82263,40866,The Devil and Max Devlin,"When Max dies in an accident, he goes straight to Hell. But the Devil Barney makes him an offer: if he manages to get three innocent youths to sell him their souls in the next two months, he may stay on Earth. Max accepts, and returns to Earth, equipped with special powers. However, his task is harder than expected, especially when seven year old Tobi demands that he marry his mother.",en,"['Fantasy', 'Comedy']",['Walt Disney Productions'],[],"['Elliott Gould', 'Bill Cosby', 'Susan Anspach', 'Adam Rich', 'Julie Budd', 'Sonny Shroyer', 'David Knell', 'Chuck Shamata', 'Sally Marr', 'Reggie Nalder']",['Steven Hilliard Stern'],https://image.tmdb.org/t/p/w500/b5XOONi82ThL4r5K20BKsWIhmi6.jpg
1869,2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,1993,106868,24736,A Far Off Place,"Thrown together under incredible circumstances, two strangers must discover courage and strength when they begin a journey across the treacherous African desert! Equipped only with their wits and the expertise of a native bushman who befriends them, they are determined to triumph over impossible odds and reach their destination. But along the way, the trio face a primitive desert wilderness.",en,"['Drama', 'Adventure']","['Walt Disney Pictures', 'Amblin Entertainment']","['africa', 'coming of age', 'survival', 'murder', 'explosion', 'teenage love', 'kalahari', 'bushman', 'first love', 'african bush', 'animal welfare', 'kalahari desert', 'ivory', 'girlhood', 'girl', 'poachers', 'namib desert']","['Reese Witherspoon', 'Ethan Embry', 'Jack Thompson', 'Sarel Bok', 'Robert John Burke', 'Patricia Kalember', 'Daniel Gerroll', 'Maximilian Schell', 'Miles Anderson', 'Fidelis Cheza']",['Mikael Salomon'],https://image.tmdb.org/t/p/w500/uVTs2cUYgeGkdiPoszBOjFXqvNd.jpg
1870,2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,1986,91059,10122,Flight of the Navigator,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",en,"['Family', 'Science Fiction', 'Adventure']","['New Star Entertainment', 'Walt Disney Pictures', 'Viking Film', 'PSO']","['florida', 'farewell', 'artificial intelligence (a.i.)', 'flying saucer', 'nasa', 'homesickness', 'extraterrestrial technology', 'time travel', 'alien', 'dog', 'pets', 'alien technology', 'time jump']","['Joey Cramer', 'Paul Reubens', 'Veronica Cartwright', 'Cliff DeYoung', 'Sarah Jessica Parker', 'Matt Adler', 'Howard Hesseman', 'Robert Small', 'Jonathan Sanger', 'Richard Liberty']",['Randal Kleiser'],https://image.tmdb.org/t/p/w500/tdRgQWMximj0tL6OWu9kRTtePmI.jpg
